Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Last but least","Lower Tier > Sonic Youth Cliff > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116759411/last-but-least,0.3,-1,Sport,5.11b/c,1,50,36.16602,-115.45317
"Fearless Freaks","Lower Tier > Sonic Youth Cliff > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105905290/fearless-freaks,1.8,-1,Sport,5.11b/c,1,50,36.16602,-115.45317
GBH,"Lower Tier > Sonic Youth Cliff > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105885089/gbh,2.1,-1,Sport,5.11c,1,80,36.16602,-115.45317
"Black Flag","Lower Tier > Sonic Youth Cliff > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107326728/black-flag,3.0,-1,Sport,5.11c,1,65,36.16602,-115.45317
"I Would for You","Lower Tier > Sonic Youth Cliff > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107135931/i-would-for-you,3.6,-1,Sport,5.11d,1,,36.16602,-115.45317
"Sonic Youth","Lower Tier > Sonic Youth Cliff > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105884624/sonic-youth,3.8,-1,Sport,5.11d,1,60,36.16602,-115.45317
Hooligans,"Lower Tier > Sonic Youth Cliff > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108665565/hooligans,1.0,-1,Sport,"5.12a PG13",1,60,36.16602,-115.45317
Loki,"Lower Tier > Sonic Youth Cliff > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105905298/loki,3.5,-1,Sport,5.12a/b,1,80,36.16602,-115.45317
"Slam Dancin' With The Amish","Upper Tier > Sonic Youth Cliff > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813462/slam-dancin-with-the-amish,2.0,-1,"Trad, Sport","5.9+ PG13",1,80,36.16574,-115.45329
"Crack of Noon","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105885143/crack-of-noon,1.6,-1,Sport,5.8,1,50,36.16724,-115.45361
Poundcake,"The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106538886/poundcake,1.6,-1,"Sport, TR",5.8,1,40,36.16724,-115.45361
"The  Big Short","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107367966/the-big-short,1.7,-1,Sport,5.9-,1,50,36.16724,-115.45361
"Blame it on my ADD","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107367986/blame-it-on-my-add,2.0,-1,Sport,5.9,1,50,36.16724,-115.45361
"Skid Mark","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105975221/skid-mark,2.5,-1,Sport,5.9+,1,55,36.16724,-115.45361
"Fall of Vegas","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107367973/fall-of-vegas,2.3,-1,Sport,5.10a,1,50,36.16724,-115.45361
"The Last Drag","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107367991/the-last-drag,2.4,-1,Sport,5.10a,1,50,36.16724,-115.45361
"Mic's Master","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105983934/mics-master,2.7,-1,Sport,5.10b,1,55,36.16724,-115.45361
"First Born","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105910331/first-born,1.9,-1,"Trad, Sport",5.10b,1,65,36.16724,-115.45361
"The Last In Line","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111020664/the-last-in-line,2.4,-1,Sport,5.10b,1,45,36.16724,-115.45361
"Spanky Spangler","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105983941/spanky-spangler,2.6,-1,Sport,5.10,1,65,36.16724,-115.45361
"Shape of Things to Come","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106580314/shape-of-things-to-come,2.0,-1,Sport,5.11a,1,30,36.16724,-115.45361
"On to the Next One","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107368574/on-to-the-next-one,2.4,-1,Sport,5.11a,1,50,36.16724,-115.45361
"Too Few Years","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107376488/too-few-years,2.3,-1,Sport,5.11a,1,50,36.16724,-115.45361
"Shut Up and Climb","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105885132/shut-up-and-climb,2.9,-1,Sport,5.11b,1,60,36.16724,-115.45361
"Good Morning","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105910353/good-morning,2.7,-1,Sport,5.11b,1,60,36.16724,-115.45361
"Angled Dangler","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105910303/angled-dangler,2.7,-1,Sport,5.11c/d,1,65,36.16724,-115.45361
"Native Son","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106060595/native-son,3.3,-1,Sport,5.11c/d,1,,36.16724,-115.45361
"The Healer","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106595229/the-healer,2.7,-1,Sport,5.11d,1,40,36.16724,-115.45361
"Pain Check","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106035672/pain-check,3.5,-1,Sport,5.12a,1,50,36.16724,-115.45361
"Rise and Whine","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107312203/rise-and-whine,2.9,-1,Sport,5.12a,1,40,36.16724,-115.45361
"Where Egos Dare","The Wake-Up Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105885150/where-egos-dare,2.8,-1,Sport,5.12a,1,60,36.16724,-115.45361
"Number 3","The Numbers Crag > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913011/number-3,2.3,-1,Sport,5.11d,1,40,36.16667,-115.4543
"Number 2","The Numbers Crag > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109883858/number-2,2.0,-1,Sport,5.11d,1,50,36.16667,-115.4543
"Number 1","The Numbers Crag > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121938148/number-1,2.0,-1,Sport,5.11d,1,40,36.16667,-115.4543
"Number 6","The Numbers Crag > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913002/number-6,2.0,-1,Sport,5.12a,1,40,36.16667,-115.4543
"I am the Walrus","The Walrus > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106038386/i-am-the-walrus,1.6,-1,Sport,5.7,1,30,36.1682,-115.455
"Choking Smokers","The Walrus > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106038397/choking-smokers,2.8,-1,Sport,5.9,1,30,36.1682,-115.455
"They are the Eggmen","The Walrus > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106038378/they-are-the-eggmen,2.2,-1,Sport,5.10d,1,30,36.1682,-115.455
"Pigs from a Gun","The Walrus > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106043146/pigs-from-a-gun,2.0,-1,Sport,5.11,1,35,36.1682,-115.455
"Expert Textpert","The Walrus > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106038393/expert-textpert,2.4,-1,Sport,5.11c,1,30,36.1682,-115.455
"Pornographic Priestess","The Walrus > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106038401/pornographic-priestess,2.6,-1,Sport,5.12a,1,30,36.1682,-115.455
Machete,"The Grindhouse > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106504538/machete,1.5,-1,Sport,5.10a,1,50,36.16529,-115.45276
"Four of the Apocolypse","The Grindhouse > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106505950/four-of-the-apocolypse,1.8,-1,Sport,5.10+,1,35,36.16529,-115.45276
"Planet Terror","The Grindhouse > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106505979/planet-terror,1.8,-1,Sport,5.11a,1,60,36.16529,-115.45276
"Death Proof","The Grindhouse > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106505968/death-proof,2.8,-1,Sport,5.11-,1,60,36.16529,-115.45276
"Hell Up In Harlem","The Grindhouse > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106505991/hell-up-in-harlem,2.0,-1,Sport,5.11-,1,60,36.16529,-115.45276
"Cell Block Sisters","The Grindhouse > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106505985/cell-block-sisters,1.6,-1,Sport,5.11b,1,60,36.16529,-115.45276
"Time Off","Common Time > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106736243/time-off,2.0,-1,Sport,"5.11a/b PG13",1,30,36.16721,-115.45486
"Desert Sportsman","Broast and Toast Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107378199/desert-sportsman,2.3,-1,Sport,5.11c,1,60,36.16635,-115.45305
"C. H. U. D.","Broast and Toast Wall > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107378230/c-h-u-d,2.0,-1,Sport,5.11c,1,50,36.16635,-115.45305
"Flip the Switch","Asylum, the > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110054987/flip-the-switch,1.0,-1,Sport,5.10d,1,30,36.16545,-115.45342
"Comforts of Madness","Asylum, the > Wake Up Wall Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110054977/comforts-of-madness,2.0,-1,Sport,5.11b/c,1,30,36.16545,-115.45342
"The Cat and the Bird","Avian Wall > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114809216/the-cat-and-the-bird,2.9,-1,Sport,5.8,1,50,36.1701,-115.4518
"Coyote Moon","Avian Wall > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105892337/coyote-moon,1.7,-1,Sport,5.9,1,100,36.1701,-115.4518
"Spotted Eagle","Avian Wall > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105892342/spotted-eagle,1.8,-1,Sport,5.10a,1,100,36.1701,-115.4518
"Spotted Owl","Avian Wall > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121694162/spotted-owl,2.0,-1,Sport,5.11a,1,80,36.1701,-115.4518
Thunderbird,"Avian Wall > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121683935/thunderbird,1.7,-1,Sport,"5.11b PG13",1,80,36.1701,-115.4518
"Dodging a Bullet","The Trophy Wall > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105948333/dodging-a-bullet,3.2,-1,Sport,5.12a,1,60,36.17034,-115.45158
"Caught in the Crosshairs","The Trophy Wall > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105948330/caught-in-the-crosshairs,2.0,-1,Sport,5.12a/b,1,7,36.17034,-115.45158
"Inside Out","The Secret 13 Wall > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105948347/inside-out,2.4,-1,Sport,5.11c,1,40,36.17073,-115.45045
Pi,"The Secret 13 Wall > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105948415/pi,4.0,-1,Sport,5.11c/d,1,50,36.17073,-115.45045
Silence,"The Secret 13 Wall > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105948367/silence,2.6,-1,Sport,5.11d,1,55,36.17073,-115.45045
"All the Wrong Reasons","The Secret 13 Wall > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105948352/all-the-wrong-reasons,3.0,-1,Sport,5.12a,1,50,36.17073,-115.45045
"Leveraged Buyout","Bull Market > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108593814/leveraged-buyout,1.0,-1,Sport,5.11b/c,1,50,36.16955,-115.45211
"Super Meat Boy","The Salt Factory > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108975829/super-meat-boy,2.5,-1,Sport,5.10d,1,30,36.17081,-115.45324
"Burrito Face-Plant","Vaya con Queso > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/110127332/burrito-face-plant,2.5,-1,Sport,5.10d,1,35,36.17209,-115.45449
"Short but Sweet","The Twinkie > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120077656/short-but-sweet,1.4,-1,Sport,5.10+,1,40,36.16936,-115.45331
"Flake Eyes","The Twinkie > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120037950/flake-eyes,2.5,-1,Sport,5.11b,1,40,36.16936,-115.45331
Zinger,"The Twinkie > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120074549/zinger,2.8,-1,Sport,5.11c/d,1,40,36.16936,-115.45331
"Sno ball","The Twinkie > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120037924/sno-ball,2.0,-1,Sport,5.11d,1,40,36.16936,-115.45331
"Cream Filling","The Twinkie > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118651657/cream-filling,2.8,-1,Sport,5.12a,1,35,36.16936,-115.45331
"The Twinkie","The Twinkie > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120180255/the-twinkie,2.3,-1,Sport,5.12a,1,40,36.16936,-115.45331
"Mask Psychosis","The COVID Crag > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122238225/mask-psychosis,1.0,-1,Sport,5.11a,1,35,36.16908,-115.45503
Plandemic,"The COVID Crag > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122238204/plandemic,1.0,-1,Sport,5.11b/c,1,35,36.16908,-115.45503
"Leashed for life","The COVID Crag > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122371411/leashed-for-life,2.0,-1,Sport,5.11d,1,45,36.16908,-115.45503
"14 boosters","The COVID Crag > The Trophy Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122238185/14-boosters,1.0,-1,Sport,5.12a,1,30,36.16908,-115.45503
"Gift Rapped","Holiday Wall > Calico Tanks Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105892354/gift-rapped,2.8,-1,Sport,5.11a,1,60,36.1634,-115.4422
"Moments to Memories","Holiday Wall > Calico Tanks Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913043/moments-to-memories,1.2,-1,Sport,5.11a,1,40,36.1634,-115.4422
"Red Sky Mining","Holiday Wall > Calico Tanks Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913023/red-sky-mining,2.4,-1,Sport,5.11-,1,60,36.1634,-115.4422
"When the Cat's Away","Holiday Wall > Calico Tanks Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913032/when-the-cats-away,3.4,-1,Sport,5.11b,1,40,36.1634,-115.4422
"Red Storm Rising","Holiday Wall > Calico Tanks Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913028/red-storm-rising,2.4,-1,Sport,5.11c,1,40,36.1634,-115.4422
"Fast Moving Train","Holiday Wall > Calico Tanks Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913047/fast-moving-train,2.3,-1,Sport,5.11c,1,40,36.1634,-115.4422
"Saddam's Mom","Holiday Wall > Calico Tanks Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913039/saddams-mom,3.2,-1,Sport,5.11d,1,40,36.1634,-115.4422
"Presents of Mind","Holiday Wall > Calico Tanks Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913018/presents-of-mind,2.4,-1,Sport,5.12a/b,1,40,36.1634,-115.4422
